Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min,Day_of_Journey,Month_of_Journey
Jet Airways,Kolkata,Banglore,865,1,No info,14388,20,9.0,18,55,18,5
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,5,4.0,2,35,27,6
Air India,Banglore,New Delhi,1545,2,No info,12358,35,10.0,8,50,3,3
Air India,Kolkata,Banglore,1170,2,No info,6117,40,4.0,9,10,15,5
Jet Airways,Delhi,Cochin,1375,2,No info,15129,25,4.0,5,30,24,5
Jet Airways,Kolkata,Banglore,665,1,No info,14388,15,8.0,21,10,15,5
Air India,Delhi,Cochin,1255,1,No info,7480,25,9.0,12,30,24,6
Multiple carriers,Delhi,Cochin,395,1,In-flight meal not included,10791,35,12.0,6,0,27,6
Jet Airways,Delhi,Cochin,1280,1,No info,12452,25,4.0,7,5,27,3
IndiGo,Kolkata,Banglore,235,1,No info,4226,50,23.0,19,55,21,5
Vistara,Banglore,Delhi,170,0,No info,5403,50,23.0,21,0,15,4
Multiple carriers,Delhi,Cochin,765,1,No info,9646,30,22.0,9,45,1,6
Air Asia,Banglore,Delhi,170,0,No info,4282,45,7.0,4,55,3,6
Multiple carriers,Delhi,Cochin,395,1,No info,7845,30,15.0,8,55,27,3
IndiGo,Chennai,Kolkata,140,0,No info,3384,55,21.0,19,35,21,3
IndiGo,Banglore,Delhi,175,0,No info,4823,50,21.0,18,55,6,5
IndiGo,Chennai,Kolkata,140,0,No info,3597,55,21.0,19,35,15,6
Multiple carriers,Delhi,Cochin,720,1,No info,13587,0,21.0,9,0,15,6
Air Asia,Delhi,Cochin,865,1,No info,13474,10,7.0,16,45,3,3
IndiGo,Chennai,Kolkata,135,0,No info,3384,35,15.0,13,20,21,3
Jet Airways,Delhi,Cochin,810,2,No info,15129,0,19.0,5,30,27,5
Jet Airways,Kolkata,Banglore,1545,1,In-flight meal not included,8586,15,8.0,6,30,21,5
IndiGo,Banglore,Delhi,170,0,No info,4591,20,2.0,23,30,9,6
Jet Airways,Delhi,Cochin,1490,2,No info,13882,35,12.0,11,45,27,6
Multiple carriers,Delhi,Cochin,755,1,No info,18286,35,1.0,13,0,3,3
Air Asia,Kolkata,Banglore,710,1,No info,5192,25,19.0,7,35,15,5
Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,11118,35,12.0,9,40,27,6
IndiGo,Delhi,Cochin,530,1,No info,14871,30,15.0,6,40,3,3
Air India,Kolkata,Banglore,1165,2,No info,15107,25,5.0,10,0,24,5
Air India,Delhi,Cochin,735,1,No info,8669,15,19.0,7,0,12,6
GoAir,Kolkata,Banglore,455,1,No info,5171,15,0.0,16,40,1,4
Jet Airways,Kolkata,Banglore,1170,1,In-flight meal not included,8529,0,12.0,16,30,12,6
Jet Airways,Delhi,Cochin,320,1,In-flight meal not included,7438,25,4.0,23,5,27,3
IndiGo,Delhi,Cochin,500,1,No info,6206,30,1.0,17,10,9,6
Air India,Banglore,Delhi,165,0,No info,7171,45,19.0,17,0,9,6
Jet Airways,Kolkata,Banglore,1730,1,No info,14151,25,14.0,9,35,9,6
Jet Airways,Kolkata,Banglore,800,1,No info,14939,15,8.0,18,55,9,6
Jet Airways,Banglore,New Delhi,1425,1,No info,25735,25,11.0,11,40,1,3
Jet Airways,Delhi,Cochin,1140,2,No info,13882,25,4.0,9,25,12,6
Vistara,Kolkata,Banglore,1350,1,No info,9555,50,18.0,20,20,18,5
IndiGo,Kolkata,Banglore,155,0,No info,4804,55,22.0,20,20,27,4
Vistara,Chennai,Kolkata,135,0,No info,6627,20,9.0,7,5,15,3
Jet Airways,Kolkata,Banglore,330,1,In-flight meal not included,8586,0,12.0,6,30,12,5
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,0.0,22,15,9,5
Air India,Banglore,New Delhi,2345,2,No info,17135,55,23.0,8,50,1,3
Jet Airways,Delhi,Cochin,540,1,No info,15554,0,19.0,10,0,9,5
IndiGo,Delhi,Cochin,750,1,No info,6838,0,21.0,8,30,27,5
IndiGo,Delhi,Cochin,265,1,No info,8258,0,12.0,7,35,3,3
GoAir,Delhi,Cochin,535,1,No info,8213,20,19.0,10,25,6,3
Multiple carriers,Delhi,Cochin,720,1,No info,12192,0,19.0,7,0,6,6
Multiple carriers,Delhi,Cochin,555,1,No info,14848,15,19.0,10,0,3,6
IndiGo,Kolkata,Banglore,155,0,No info,4148,45,17.0,15,10,21,3
Jet Airways,Kolkata,Banglore,960,1,In-flight meal not included,10844,0,12.0,20,0,6,6
Jet Airways,Kolkata,Banglore,1660,1,In-flight meal not included,10844,35,22.0,18,55,18,5
Multiple carriers,Delhi,Cochin,390,1,No info,6795,30,1.0,19,0,24,6
Jet Airways,Kolkata,Banglore,730,1,No info,14781,40,4.0,16,30,15,5
IndiGo,Delhi,Cochin,315,1,No info,6582,30,12.0,7,15,27,6
SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,3919,20,12.0,9,30,24,4
Multiple carriers,Delhi,Cochin,765,1,No info,9646,30,22.0,9,45,27,6
SpiceJet,Banglore,New Delhi,485,1,1 Long layover,7744,40,23.0,15,35,1,3
Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,11733,35,12.0,9,40,6,6
Jet Airways,Delhi,Cochin,1165,1,In-flight meal not included,10262,25,4.0,9,0,15,6
Jet Airways,Banglore,New Delhi,390,1,No info,17524,15,12.0,5,45,12,3
SpiceJet,Mumbai,Hyderabad,85,0,No info,3603,10,0.0,22,45,9,3
Multiple carriers,Delhi,Cochin,705,1,No info,7564,15,19.0,7,30,18,5
Multiple carriers,Delhi,Cochin,640,1,No info,7005,0,21.0,10,20,9,6
IndiGo,Delhi,Cochin,985,1,No info,14871,35,1.0,9,10,3,3
Air Asia,Banglore,Delhi,170,0,No info,4282,45,7.0,4,55,18,4
Jet Airways,Delhi,Cochin,810,2,No info,15129,35,12.0,23,5,27,5
Air Asia,Delhi,Cochin,340,1,No info,6752,25,22.0,16,45,24,6
Air India,Delhi,Cochin,230,0,No info,6094,55,17.0,14,5,21,5
IndiGo,Mumbai,Hyderabad,90,0,No info,3175,25,18.0,16,55,1,5
Multiple carriers,Delhi,Cochin,630,1,No info,8266,15,19.0,8,45,27,6
GoAir,Banglore,Delhi,165,0,No info,6722,40,23.0,20,55,12,4
SpiceJet,Kolkata,Banglore,155,0,No info,3873,30,9.0,6,55,24,6
Air India,Mumbai,Hyderabad,90,0,No info,2575,25,15.0,13,55,3,4
Multiple carriers,Delhi,Cochin,755,1,No info,7787,15,19.0,6,40,21,5
IndiGo,Delhi,Cochin,345,1,No info,9257,45,7.0,2,0,3,3
Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,4030,0,22.0,18,55,12,5
SpiceJet,Banglore,Delhi,175,0,No info,4991,5,0.0,21,10,3,5
IndiGo,Delhi,Cochin,350,1,No info,9861,20,13.0,7,30,21,3
IndiGo,Banglore,New Delhi,285,1,No info,10406,35,21.0,16,50,15,3
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,7229,10,18.0,15,15,9,6
Multiple carriers,Delhi,Cochin,735,1,No info,7670,0,21.0,8,45,15,5
Jet Airways,Delhi,Cochin,505,2,No info,14300,25,4.0,20,0,24,6
Vistara,Kolkata,Banglore,1655,1,No info,8452,45,10.0,7,10,15,5
SpiceJet,Kolkata,Banglore,150,0,No info,3873,25,17.0,14,55,6,4
SpiceJet,Kolkata,Banglore,520,1,No info,6853,15,17.0,8,35,9,6
Jet Airways,Banglore,Delhi,175,0,No info,7229,5,14.0,11,10,6,4
Jet Airways,Banglore,Delhi,180,0,No info,7229,50,22.0,19,50,15,4
Jet Airways,Delhi,Cochin,1040,1,No info,14714,35,12.0,19,15,3,6
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,19.0,17,15,12,6
IndiGo,Kolkata,Banglore,295,1,No info,11465,15,14.0,9,20,9,5
IndiGo,Banglore,Delhi,170,0,No info,4591,20,2.0,23,30,21,4
IndiGo,Delhi,Cochin,975,1,No info,6628,30,1.0,9,15,9,6
IndiGo,Delhi,Cochin,345,1,No info,8025,45,7.0,2,0,6,3
Air Asia,Delhi,Cochin,470,1,No info,6152,45,15.0,7,55,12,6
IndiGo,Banglore,Delhi,170,0,No info,3943,0,13.0,10,10,3,4
Vistara,Kolkata,Banglore,1655,1,No info,9187,45,10.0,7,10,6,6
Vistara,Kolkata,Banglore,865,1,No info,9187,45,10.0,20,20,21,5
Air India,Kolkata,Banglore,1665,2,No info,15164,45,13.0,10,0,1,5
Multiple carriers,Delhi,Cochin,385,1,No info,10276,10,16.0,9,45,6,3
Multiple carriers,Delhi,Cochin,910,1,No info,12192,0,19.0,3,50,1,6
Air Asia,Kolkata,Banglore,215,1,No info,5554,30,23.0,19,55,24,3
Air India,Delhi,Cochin,735,1,No info,6377,15,19.0,7,0,27,3
IndiGo,Delhi,Cochin,305,1,No info,6232,35,1.0,20,30,21,3
IndiGo,Delhi,Cochin,295,1,No info,6496,5,10.0,5,10,9,5
IndiGo,Banglore,Delhi,185,0,No info,4823,20,21.0,18,15,24,6
IndiGo,Kolkata,Banglore,220,1,No info,6116,15,23.0,19,35,6,6
Jet Airways,Kolkata,Banglore,1335,1,In-flight meal not included,7757,15,18.0,20,0,9,5
Multiple carriers,Delhi,Cochin,630,1,No info,8266,15,19.0,8,45,21,5
SpiceJet,Kolkata,Banglore,155,0,No info,3873,30,9.0,6,55,21,5
Jet Airways,Kolkata,Banglore,775,1,In-flight meal not included,11841,5,10.0,21,10,15,5
IndiGo,Kolkata,Banglore,155,0,No info,4804,5,18.0,15,30,24,5
IndiGo,Banglore,Delhi,170,0,No info,3943,0,13.0,10,10,1,6
Multiple carriers,Delhi,Cochin,465,1,No info,15898,15,19.0,11,30,27,5
Jet Airways,Kolkata,Banglore,1685,1,No info,14151,5,21.0,17,0,15,5
Jet Airways,Delhi,Cochin,745,1,In-flight meal not included,10577,25,4.0,16,0,9,6
Air India,Banglore,Delhi,165,0,No info,4441,55,8.0,6,10,3,4
Jet Airways,Delhi,Cochin,1505,1,In-flight meal not included,5177,35,12.0,11,30,6,4
Air India,Kolkata,Banglore,155,0,No info,4460,20,23.0,20,45,1,4
Multiple carriers,Delhi,Cochin,780,1,No info,13727,0,21.0,8,0,18,5
Jet Airways,Delhi,Cochin,1235,1,No info,14714,35,12.0,16,0,3,6
Jet Airways,Delhi,Cochin,1295,2,In-flight meal not included,10588,0,19.0,21,25,6,6
Jet Airways,Delhi,Cochin,590,1,In-flight meal not included,7438,50,18.0,9,0,21,3
Air India,Delhi,Cochin,765,1,No info,12677,25,9.0,20,40,6,3
Jet Airways,Delhi,Cochin,1485,1,No info,14714,0,19.0,18,15,6,6
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,30,13.0,12,0,24,6
IndiGo,Delhi,Cochin,825,2,No info,6494,20,21.0,7,35,21,3
IndiGo,Banglore,New Delhi,260,1,No info,5607,35,20.0,16,15,15,3
Jet Airways,Banglore,New Delhi,1350,1,No info,25735,20,21.0,22,50,1,3
IndiGo,Banglore,Delhi,175,0,No info,4823,5,10.0,7,10,3,5
Air India,Mumbai,Hyderabad,80,0,No info,2050,25,22.0,21,5,21,3
Air India,Banglore,New Delhi,865,1,No info,12127,15,23.0,8,50,12,3
Multiple carriers,Delhi,Cochin,435,1,No info,13377,30,1.0,18,15,12,6
Jet Airways,Banglore,Delhi,180,0,No info,7229,50,22.0,19,50,6,5
Vistara,Delhi,Cochin,190,0,No info,6216,10,9.0,6,0,24,4
Air India,Delhi,Cochin,185,0,No info,8456,10,21.0,18,5,9,6
Jet Airways,Delhi,Cochin,1045,2,No info,15129,35,12.0,19,10,18,5
Jet Airways,Banglore,New Delhi,885,1,No info,13817,40,7.0,16,55,12,3
GoAir,Delhi,Cochin,370,1,No info,6296,35,13.0,7,25,6,5
Air India,Kolkata,Banglore,150,0,No info,5170,45,16.0,14,15,21,3
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3919,5,0.0,21,10,24,5
IndiGo,Banglore,Delhi,175,0,No info,4823,5,10.0,7,10,3,4
Jet Airways,Delhi,Cochin,1105,1,In-flight meal not included,10262,25,4.0,10,0,24,6
Jet Airways,Delhi,Cochin,1350,2,No info,13882,35,12.0,14,5,9,6
Multiple carriers,Delhi,Cochin,480,1,No info,13587,0,21.0,13,0,6,6
Jet Airways,Delhi,Cochin,1685,1,In-flight meal not included,11848,25,4.0,0,20,9,3
Air India,Mumbai,Hyderabad,825,1,No info,11678,45,23.0,10,0,6,3
IndiGo,Banglore,Delhi,175,0,No info,4823,20,21.0,18,25,18,5
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3919,5,0.0,21,10,15,4
Vistara,Chennai,Kolkata,140,0,No info,11982,5,20.0,17,45,12,6
Jet Airways,Kolkata,Banglore,505,1,In-flight meal not included,10703,0,18.0,9,35,1,5
Jet Airways,Kolkata,Banglore,1720,1,In-flight meal not included,10844,35,23.0,18,55,18,5
Jet Airways,Kolkata,Banglore,1495,1,In-flight meal not included,10844,50,19.0,18,55,15,5
IndiGo,Mumbai,Hyderabad,90,0,No info,3175,25,18.0,16,55,27,6
Air India,Delhi,Cochin,675,1,No info,9929,15,19.0,8,0,1,6
Jet Airways,Banglore,New Delhi,305,1,No info,19225,10,19.0,14,5,6,3
SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,15,7.0,5,45,24,5
Jet Airways,Banglore,New Delhi,1475,1,In-flight meal not included,7832,15,12.0,11,40,21,3
Jet Airways,Kolkata,Banglore,1610,1,In-flight meal not included,9663,20,9.0,6,30,1,5
Multiple carriers,Delhi,Cochin,560,1,No info,7005,0,21.0,11,40,9,6
IndiGo,Mumbai,Hyderabad,90,0,No info,3175,5,4.0,2,35,12,5
Air India,Kolkata,Banglore,1485,1,No info,5006,20,15.0,14,35,1,4
Multiple carriers,Delhi,Cochin,630,1,No info,9526,15,19.0,8,45,15,6
Jet Airways,Delhi,Cochin,810,2,No info,13292,0,19.0,5,30,6,6
IndiGo,Delhi,Cochin,345,1,No info,6058,35,3.0,21,50,9,5
Air India,Delhi,Cochin,1585,3,No info,10493,40,7.0,5,15,24,6
Jet Airways,Kolkata,Banglore,365,1,In-flight meal not included,10844,35,22.0,16,30,9,6
Jet Airways,Kolkata,Banglore,690,1,No info,10953,5,21.0,9,35,1,4
Jet Airways,Kolkata,Banglore,960,1,In-flight meal not included,10844,0,12.0,20,0,21,5
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,10539,45,9.0,20,25,6,6
Jet Airways,Delhi,Cochin,1375,2,No info,13292,25,4.0,5,30,15,6
Vistara,Delhi,Cochin,190,0,No info,6741,10,9.0,6,0,18,5
Jet Airways,Kolkata,Banglore,800,1,No info,14571,20,9.0,20,0,6,6
Jet Airways,Kolkata,Banglore,590,1,No info,14781,15,18.0,8,25,9,5
IndiGo,Mumbai,Hyderabad,90,0,No info,3838,25,18.0,16,55,18,5
Air India,Delhi,Cochin,230,0,No info,5201,55,17.0,14,5,18,6
Air Asia,Delhi,Cochin,470,1,No info,8759,45,15.0,7,55,9,6
GoAir,Delhi,Cochin,355,1,No info,6195,55,12.0,7,0,24,4
Air India,Mumbai,Hyderabad,75,0,No info,3100,45,20.0,19,30,15,3
SpiceJet,Delhi,Cochin,295,1,No info,5975,50,22.0,17,55,18,5
Jet Airways,Kolkata,Banglore,570,1,In-flight meal not included,10844,35,23.0,14,5,9,6
Jet Airways,Delhi,Cochin,450,1,No info,16079,25,4.0,20,55,27,5
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,35,10.0,8,20,27,5
SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,3841,40,19.0,17,10,3,5
Jet Airways,Delhi,Cochin,1040,1,In-flight meal not included,10262,35,12.0,19,15,15,6
Jet Airways,Kolkata,Banglore,840,1,No info,12692,35,23.0,9,35,12,6
IndiGo,Chennai,Kolkata,140,0,No info,3850,15,10.0,7,55,1,6
Jet Airways,Delhi,Cochin,1225,1,In-flight meal not included,12373,25,4.0,8,0,18,5
Air India,Mumbai,Hyderabad,90,0,No info,3100,25,15.0,13,55,21,3
Vistara,Banglore,Delhi,165,0,No info,4878,15,22.0,19,30,18,5
Jet Airways,Delhi,Cochin,1430,2,No info,15129,0,19.0,19,10,9,5
Multiple carriers Premium economy,Delhi,Cochin,725,1,No info,9845,0,21.0,8,55,21,3
IndiGo,Banglore,Delhi,165,0,No info,4077,15,4.0,1,30,1,5
Multiple carriers,Delhi,Cochin,690,1,No info,9315,0,19.0,7,30,21,5
Jet Airways,Kolkata,Banglore,570,1,No info,14781,35,23.0,14,5,9,5
Air India,Mumbai,Hyderabad,200,2,No info,17327,55,16.0,16,50,6,3
Air India,Banglore,New Delhi,170,0,No info,9481,50,19.0,17,0,9,3
Jet Airways,Delhi,Cochin,2315,2,In-flight meal not included,8938,45,19.0,5,10,27,3
Jet Airways,Kolkata,Banglore,330,1,No info,14388,0,12.0,6,30,9,5
Air India,Delhi,Cochin,1590,1,No info,5704,0,23.0,20,30,21,3
GoAir,Banglore,Delhi,175,0,No info,3898,40,10.0,7,45,9,6
Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,25,4.0,2,55,27,3
IndiGo,Delhi,Cochin,265,1,No info,6937,0,12.0,7,35,9,3
IndiGo,Mumbai,Hyderabad,85,0,No info,2754,30,20.0,19,5,21,3
SpiceJet,Mumbai,Hyderabad,85,0,No check-in baggage included,2647,10,0.0,22,45,15,3
IndiGo,Kolkata,Banglore,240,1,No info,4226,20,10.0,6,20,21,5
GoAir,Banglore,Delhi,175,0,No info,4239,40,10.0,7,45,18,5
IndiGo,Delhi,Cochin,305,1,No info,9165,35,4.0,23,30,27,6
Jet Airways,Banglore,New Delhi,160,0,No info,18308,35,22.0,19,55,1,3
Multiple carriers,Delhi,Cochin,505,1,No info,14486,30,15.0,7,5,21,3
Air Asia,Banglore,Delhi,170,0,No info,4282,45,7.0,4,55,9,4
Multiple carriers,Delhi,Cochin,780,1,No info,13587,0,21.0,8,0,27,6
Multiple carriers,Delhi,Cochin,570,1,No info,13587,0,21.0,11,30,3,6
Jet Airways,Delhi,Cochin,1225,1,In-flight meal not included,6645,25,4.0,8,0,27,3
SpiceJet,Banglore,Delhi,160,0,No info,4423,35,8.0,5,55,15,4
Air India,Banglore,New Delhi,1800,2,No info,11518,25,23.0,17,25,18,3
Jet Airways,Kolkata,Banglore,890,1,No info,13759,45,4.0,13,55,24,3
SpiceJet,Banglore,Delhi,160,0,No info,3625,35,8.0,5,55,18,6
IndiGo,Kolkata,Banglore,170,0,No info,4148,20,8.0,5,30,15,3
Vistara,Banglore,Delhi,155,0,No info,5613,35,19.0,17,0,24,4
Air India,Kolkata,Banglore,1440,2,No info,14298,0,10.0,10,0,6,5
Jet Airways,Banglore,New Delhi,800,1,In-flight meal not included,7832,20,21.0,8,0,21,3
IndiGo,Delhi,Cochin,575,1,No info,6442,10,18.0,8,35,21,5
Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,20,4.0,2,55,1,4
Jet Airways,Kolkata,Banglore,585,1,In-flight meal not included,7064,40,4.0,18,55,1,4
Jet Airways,Kolkata,Banglore,1005,1,No info,14151,45,9.0,17,0,18,5
GoAir,Banglore,Delhi,165,0,No info,3419,40,23.0,20,55,24,6
Jet Airways,Delhi,Cochin,660,1,No info,15554,25,4.0,17,25,9,3
Air India,Banglore,New Delhi,495,1,No info,13859,45,8.0,0,30,18,3
SpiceJet,Kolkata,Banglore,140,0,No info,3847,40,0.0,22,20,15,3
GoAir,Banglore,New Delhi,265,1,No info,7657,15,20.0,15,50,9,3
Air India,Delhi,Cochin,1475,2,No info,13547,40,7.0,7,5,9,5
Jet Airways,Banglore,Delhi,180,0,No info,7229,10,10.0,7,10,27,5
Jet Airways,Delhi,Cochin,1300,2,No info,13376,25,4.0,6,45,15,6
IndiGo,Mumbai,Hyderabad,95,0,No info,2227,40,21.0,20,5,18,6
SpiceJet,Banglore,Delhi,160,0,No info,3971,35,8.0,5,55,21,6
IndiGo,Delhi,Cochin,975,1,No info,6628,30,1.0,9,15,27,6
Jet Airways,Kolkata,Banglore,775,1,No info,13584,5,10.0,21,10,6,5
SpiceJet,Kolkata,Banglore,160,0,No info,4148,35,9.0,6,55,21,3
Jet Airways,Kolkata,Banglore,705,1,No info,14571,15,18.0,6,30,9,6
SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,3841,40,0.0,22,20,21,5
Jet Airways,Banglore,Delhi,165,0,In-flight meal not included,5198,45,8.0,6,0,12,4
Air Asia,Banglore,Delhi,170,0,No info,3383,45,7.0,4,55,24,4
Jet Airways,Delhi,Cochin,195,0,In-flight meal not included,7202,15,14.0,11,0,6,6
IndiGo,Delhi,Cochin,195,0,No info,5021,20,0.0,21,5,3,4
GoAir,Banglore,Delhi,165,0,No info,4239,40,23.0,20,55,3,5
Jet Airways,Delhi,Cochin,1025,2,No info,15129,35,12.0,19,30,27,5
Vistara,Banglore,New Delhi,160,0,No info,21520,40,9.0,7,0,1,3
IndiGo,Delhi,Cochin,195,0,No info,7673,50,8.0,5,35,3,3
IndiGo,Banglore,Delhi,170,0,No info,4823,50,22.0,20,0,18,6
Jet Airways,Delhi,Cochin,715,1,In-flight meal not included,15190,0,19.0,7,5,1,6
Jet Airways,Kolkata,Banglore,850,1,No info,14781,35,22.0,8,25,18,5
IndiGo,Kolkata,Banglore,155,0,No info,4804,5,18.0,15,30,18,5
Jet Airways,Delhi,Cochin,1415,1,In-flight meal not included,10262,35,12.0,13,0,1,6
IndiGo,Delhi,Cochin,705,1,No info,7503,0,21.0,9,15,15,5
Jet Airways,Banglore,Delhi,175,0,No info,8016,5,14.0,11,10,15,6
IndiGo,Mumbai,Hyderabad,90,0,No info,4049,55,7.0,6,25,9,6
Air India,Banglore,New Delhi,425,1,No info,12389,55,12.0,5,50,3,3
SpiceJet,Chennai,Kolkata,140,0,No info,3597,5,20.0,17,45,12,5
Multiple carriers,Delhi,Cochin,840,1,No info,13727,30,1.0,11,30,15,5
Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,20,4.0,2,55,1,5
Multiple carriers,Delhi,Cochin,640,1,No info,7670,0,21.0,10,20,9,5
Jet Airways,Kolkata,Banglore,570,1,In-flight meal not included,10844,35,23.0,14,5,18,5
Jet Airways,Kolkata,Banglore,1545,1,In-flight meal not included,7064,15,18.0,16,30,1,4
Multiple carriers,Delhi,Cochin,720,1,No info,8930,0,21.0,9,0,3,6
Air Asia,Banglore,Delhi,170,0,No info,4282,45,7.0,4,55,1,4
IndiGo,Banglore,Delhi,170,0,No info,4823,20,11.0,8,30,21,6
Jet Airways,Delhi,Cochin,1280,1,In-flight meal not included,12373,25,4.0,7,5,9,5
Jet Airways,Banglore,New Delhi,800,1,In-flight meal not included,11087,20,20.0,7,0,9,3
Jet Airways,Delhi,Cochin,395,1,No info,16079,25,4.0,21,50,3,6
IndiGo,Delhi,Cochin,195,0,No info,5601,50,8.0,5,35,12,6
SpiceJet,Mumbai,Hyderabad,90,0,No info,2753,15,7.0,5,45,9,6
Jet Airways,Delhi,Cochin,335,1,In-flight meal not included,12898,25,4.0,22,50,27,6
Multiple carriers,Delhi,Cochin,480,1,No info,15603,0,21.0,13,0,6,3
IndiGo,Kolkata,Banglore,165,0,No info,4174,20,12.0,9,35,12,4
IndiGo,Banglore,New Delhi,175,0,No info,6144,55,22.0,20,0,24,3
Jet Airways,Kolkata,Banglore,590,1,No info,14781,15,18.0,8,25,6,5
IndiGo,Delhi,Cochin,345,1,No info,6195,35,3.0,21,50,15,6
Jet Airways,Kolkata,Banglore,1545,1,In-flight meal not included,8586,15,8.0,6,30,6,5
IndiGo,Banglore,New Delhi,170,0,No info,11934,10,1.0,22,20,1,3
Air India,Kolkata,Banglore,1345,2,No info,14424,25,5.0,7,0,15,5
Jet Airways,Delhi,Cochin,715,1,No info,18581,0,19.0,7,5,24,6
Jet Airways,Kolkata,Banglore,450,1,No info,13941,40,4.0,21,10,12,5
Jet Airways,Banglore,Delhi,185,0,No info,7229,0,22.0,18,55,6,5
SpiceJet,Kolkata,Banglore,155,0,No info,3873,30,9.0,6,55,15,5
Jet Airways,Delhi,Cochin,450,1,No info,14714,0,19.0,11,30,12,6
Air Asia,Kolkata,Banglore,450,2,No info,11245,55,22.0,15,25,24,3
IndiGo,Delhi,Cochin,845,1,No info,6104,30,1.0,11,25,27,5
IndiGo,Delhi,Cochin,885,1,No info,7094,20,22.0,7,35,6,3
Jet Airways,Kolkata,Banglore,1335,1,In-flight meal not included,10031,45,4.0,6,30,24,3
Jet Airways,Kolkata,Banglore,375,1,No info,13941,0,12.0,5,45,18,5
Multiple carriers,Delhi,Cochin,390,1,No info,7198,30,1.0,19,0,24,6
SpiceJet,Banglore,New Delhi,175,0,No check-in baggage included,3873,30,12.0,9,35,24,3
Air India,Kolkata,Banglore,150,0,No info,5747,45,16.0,14,15,12,3
Air India,Mumbai,Hyderabad,75,0,No info,3100,45,20.0,19,30,15,6
Air India,Kolkata,Banglore,245,1,No info,8996,15,13.0,9,10,6,5
Multiple carriers,Delhi,Cochin,505,1,No info,9103,0,19.0,10,35,15,5
Jet Airways,Banglore,New Delhi,890,1,1 Long layover,31825,30,9.0,18,40,1,3
Jet Airways,Kolkata,Banglore,1055,1,No info,14781,5,10.0,16,30,15,5
Jet Airways,Banglore,Delhi,180,0,No info,7229,20,11.0,8,20,18,5
IndiGo,Banglore,New Delhi,170,0,No info,10067,20,2.0,23,30,1,3
Jet Airways,Delhi,Cochin,1125,2,No info,10909,25,4.0,9,40,9,4
IndiGo,Kolkata,Banglore,155,0,No info,4804,5,18.0,15,30,27,4
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,4050,20,4.0,2,55,1,6
Jet Airways,Kolkata,Banglore,1630,1,No info,14151,35,23.0,20,25,15,5
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,3841,30,9.0,6,55,1,6
Jet Airways,Kolkata,Banglore,345,1,No info,14781,50,19.0,14,5,9,5
Vistara,Kolkata,Banglore,385,1,No info,9870,25,23.0,17,0,9,6
Air India,Delhi,Cochin,570,1,No info,8907,0,23.0,13,30,27,5
Jet Airways,Banglore,New Delhi,530,1,No info,26890,40,7.0,22,50,1,3
GoAir,Delhi,Cochin,355,1,No info,6195,55,12.0,7,0,15,4
Jet Airways,Banglore,New Delhi,305,1,In-flight meal not included,7832,10,19.0,14,5,21,3
Multiple carriers Premium economy,Delhi,Cochin,395,1,No info,11269,30,15.0,8,55,21,3
Vistara,Banglore,New Delhi,155,0,No info,5613,35,18.0,16,0,24,3
IndiGo,Banglore,Delhi,175,0,No info,4284,25,3.0,0,30,1,5
Vistara,Banglore,Delhi,170,0,No info,4668,50,23.0,21,0,6,5
Air India,Delhi,Cochin,675,1,No info,15197,15,19.0,8,0,3,3
Jet Airways,Kolkata,Banglore,475,1,In-flight meal not included,9899,20,16.0,8,25,12,6
GoAir,Delhi,Cochin,540,1,No info,3948,35,19.0,10,35,27,6
Jet Airways,Banglore,New Delhi,1400,1,In-flight meal not included,10405,15,8.0,8,55,15,3
Multiple carriers,Delhi,Cochin,835,3,No info,15419,30,1.0,11,35,9,6
Multiple carriers,Delhi,Cochin,625,1,No info,15135,50,18.0,8,25,3,3
Multiple carriers Premium economy,Delhi,Cochin,395,1,No info,13369,35,12.0,6,0,21,3
Jet Airways,Delhi,Cochin,440,2,No info,18804,0,19.0,11,40,27,6
Air Asia,Delhi,Cochin,625,1,No info,6751,10,7.0,20,45,9,5
Air India,Kolkata,Banglore,745,1,No info,10203,55,8.0,20,30,9,5
Jet Airways,Banglore,New Delhi,860,1,No info,27992,20,21.0,7,0,1,3
