,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min
5536,Air India,21/03/2019,Delhi,Cochin,DEL → MAA → COK,1255,1,No info,6482,25,9.0,12,30
5537,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,600,1,No info,15554,0,19.0,9,0
5538,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,615,1,No info,11789,0,19.0,8,45
5539,IndiGo,24/03/2019,Kolkata,Banglore,CCU → IXA → BLR,340,1,No info,9413,10,20.0,14,30
5540,Air India,9/06/2019,Kolkata,Banglore,CCU → GAU → BLR,1700,1,No info,7662,5,21.0,16,45
5541,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,390,1,No info,7888,30,1.0,19,0
5542,Air Asia,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,955,1,No info,5192,30,23.0,7,35
5543,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,640,1,In-flight meal not included,6007,0,21.0,10,20
5544,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,1595,1,In-flight meal not included,12898,35,12.0,10,0
5545,Air India,18/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,1545,2,No info,11885,35,10.0,8,50
5546,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,355,1,No info,14360,55,22.0,17,0
5547,Air India,12/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,1185,2,No info,14330,30,12.0,16,45
5548,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,555,1,No info,6076,20,22.0,13,5
5549,SpiceJet,1/03/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4622,35,9.0,6,55
5550,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,665,1,No info,14388,15,8.0,21,10
5551,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,615,1,No info,9794,0,19.0,8,45
5552,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,4804,45,17.0,15,15
5553,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,450,1,In-flight meal not included,9663,40,4.0,21,10
5554,GoAir,9/05/2019,Delhi,Cochin,DEL → AMD → COK,370,1,No info,5842,35,13.0,7,25
5555,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,510,1,No info,15603,30,15.0,7,0
5556,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,165,0,No info,5618,55,0.0,22,10
5557,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,6565,55,16.0,14,20
5558,SpiceJet,15/04/2019,Delhi,Cochin,DEL → BLR → COK,295,1,No info,5221,50,22.0,17,55
5559,Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,In-flight meal not included,10368,0,19.0,9,40
5560,Air India,24/06/2019,Delhi,Cochin,DEL → MAA → COK,765,1,No info,7480,25,9.0,20,40
5561,Jet Airways,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,1490,2,No info,13882,35,12.0,11,45
5562,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,560,1,No info,6442,10,16.0,6,50
5563,IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,5,10.0,7,10
5564,SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,3873,40,19.0,17,10
5565,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1075,1,No info,12121,55,10.0,17,0
5566,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4423,0,13.0,10,10
5567,Air India,24/06/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,5510,45,16.0,14,15
5568,Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,20,11.0,8,20
5569,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,1010,1,In-flight meal not included,10577,35,12.0,19,45
5570,Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,8040,50,11.0,10,20
5571,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,360,1,No info,14714,0,19.0,13,0
5572,Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,165,0,In-flight meal not included,7229,45,8.0,6,0
5573,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,855,2,No info,6653,20,21.0,7,5
5574,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,665,1,No info,6442,10,16.0,5,5
5575,IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4804,5,0.0,21,25
5576,Air India,9/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,No info,9417,25,9.0,13,15
5577,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1495,1,In-flight meal not included,10844,50,19.0,18,55
5578,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,45,20.0,17,45
5579,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,590,1,In-flight meal not included,15400,50,18.0,9,0
5580,IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,750,1,No info,6416,0,21.0,8,30
5581,Air India,3/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,5176,10,16.0,13,20
5582,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,575,1,No info,9264,35,1.0,16,0
5583,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,720,1,No info,13587,0,21.0,9,0
5584,SpiceJet,1/05/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,3597,35,10.0,8,20
5585,Air Asia,27/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4282,45,7.0,4,55
5586,Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,85,0,In-flight meal not included,4995,30,8.0,7,5
5587,IndiGo,1/06/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,55,22.0,20,20
5588,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,590,1,In-flight meal not included,10844,20,16.0,6,30
5589,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,885,1,No info,14714,35,12.0,21,50
5590,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,730,1,No info,14571,20,9.0,21,10
5591,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1425,1,In-flight meal not included,7832,25,11.0,11,40
5592,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,1295,1,No info,11467,0,18.0,20,25
5593,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1075,1,No info,10953,55,10.0,17,0
5594,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4148,5,23.0,20,25
5595,SpiceJet,9/05/2019,Kolkata,Banglore,CCU → BLR,145,0,No info,3873,25,11.0,9,0
5596,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3943,0,1.0,22,10
5597,Air Asia,27/03/2019,Delhi,Cochin,DEL → BLR → COK,330,1,No info,6151,15,22.0,16,45
5598,Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,850,1,No info,12080,55,22.0,8,45
5599,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,845,1,No info,13584,5,10.0,20,0
5600,IndiGo,6/05/2019,Delhi,Cochin,DEL → BOM → COK,845,1,No info,6979,30,1.0,11,25
5601,Air Asia,09/03/2019,Banglore,New Delhi,BLR → DEL,165,0,No info,4482,10,2.0,23,25
5602,IndiGo,1/04/2019,Kolkata,Banglore,CCU → NAG → BLR,325,1,No info,6284,30,23.0,18,5
5603,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BBI → BLR,220,1,No info,4226,15,23.0,19,35
5604,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,570,1,No info,6442,10,16.0,6,40
5605,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,520,1,In-flight meal not included,12373,25,4.0,19,45
5606,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BDQ → DEL,550,1,No info,11297,0,15.0,5,50
5607,Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,920,2,No info,14083,20,1.0,10,0
5608,Jet Airways,3/06/2019,Delhi,Cochin,DEL → COK,195,0,In-flight meal not included,7202,15,14.0,11,0
5609,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,590,1,No info,11667,50,18.0,9,0
5610,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1400,1,In-flight meal not included,10844,15,18.0,18,55
5611,Air India,15/03/2019,Banglore,New Delhi,BLR → MAA → DEL,1265,1,No info,5932,55,8.0,11,50
5612,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,630,1,No info,9001,15,19.0,8,45
5613,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,395,1,In-flight meal not included,13469,35,23.0,17,0
5614,IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2227,50,22.0,21,20
5615,IndiGo,15/05/2019,Delhi,Cochin,DEL → MAA → COK,315,1,No info,5636,30,12.0,7,15
5616,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,625,2,No info,15965,30,1.0,15,5
5617,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,305,1,No info,5054,30,1.0,20,25
5618,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → COK,540,1,In-flight meal not included,5999,10,16.0,7,10
5619,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,5,10.0,7,10
5620,SpiceJet,12/06/2019,Kolkata,Banglore,CCU → KNU → BLR,435,1,No info,8479,50,18.0,11,35
5621,Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,930,1,No info,8452,40,22.0,7,10
5622,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,660,1,No info,14924,0,19.0,8,0
5623,Air India,3/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,No info,10441,15,19.0,19,45
5624,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,900,1,No info,7485,0,21.0,6,0
5625,Jet Airways,6/06/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,6478,20,11.0,8,20
5626,Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1775,2,No info,15129,0,19.0,13,25
5627,IndiGo,1/05/2019,Kolkata,Banglore,CCU → HYD → BLR,265,1,No info,3809,45,23.0,19,20
5628,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,660,1,1 Long layover,18581,0,19.0,8,0
5629,IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,5224,50,0.0,22,15
5630,IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,500,1,No info,8330,30,1.0,17,10
5631,Air India,9/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,6961,45,12.0,10,0
5632,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,660,1,In-flight meal not included,10262,0,19.0,8,0
5633,IndiGo,21/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2754,5,4.0,2,35
5634,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,630,1,No info,13727,30,1.0,15,0
5635,GoAir,27/04/2019,Banglore,Delhi,BLR → DEL,165,0,No info,3898,40,23.0,20,55
5636,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,810,1,In-flight meal not included,11087,25,12.0,22,55
5637,Air Asia,6/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3383,45,2.0,23,55
5638,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,1520,1,No info,12557,50,18.0,17,30
5639,Jet Airways,21/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,1325,2,In-flight meal not included,8273,25,4.0,6,20
5640,Air India,12/03/2019,Mumbai,Hyderabad,BOM → RPR → VTZ → HYD,545,2,No info,9736,10,19.0,10,5
5641,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,1530,1,In-flight meal not included,10262,0,19.0,17,30
5642,Jet Airways,9/04/2019,Delhi,Cochin,DEL → IDR → BOM → COK,810,2,No info,11664,0,19.0,5,30
5643,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4591,20,2.0,23,30
5644,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,305,1,In-flight meal not included,13502,10,19.0,14,5
5645,Air India,27/06/2019,Delhi,Cochin,DEL → BOM → COK,375,1,No info,8372,15,19.0,13,0
5646,Air India,21/04/2019,Banglore,Delhi,BLR → DEL,165,0,No info,6121,55,8.0,6,10
5647,Vistara,21/03/2019,Banglore,New Delhi,BLR → DEL,155,0,No info,5613,35,18.0,16,0
5648,IndiGo,6/04/2019,Delhi,Cochin,DEL → HYD → COK,320,1,No info,5298,10,12.0,6,50
5649,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,1050,1,No info,15764,45,19.0,2,15
5650,Air Asia,15/06/2019,Delhi,Cochin,DEL → BLR → COK,870,1,No info,6253,25,22.0,7,55
5651,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,375,1,In-flight meal not included,8586,0,12.0,5,45
5652,Jet Airways,27/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,1325,2,No info,12273,25,4.0,6,20
5653,IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2227,50,22.0,21,20
5654,Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,5769,50,22.0,19,50
5655,Vistara,18/04/2019,Delhi,Cochin,DEL → COK,190,0,No info,6216,50,17.0,14,40
5656,IndiGo,3/06/2019,Delhi,Cochin,DEL → BLR → COK,345,1,No info,6386,45,7.0,2,0
5657,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,555,1,No info,16108,15,19.0,10,0
5658,SpiceJet,24/05/2019,Kolkata,Banglore,CCU → BLR,140,0,No info,3873,40,0.0,22,20
5659,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,895,1,No info,6270,30,1.0,10,35
5660,Air India,12/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,5911,55,23.0,21,5
5661,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,605,1,No info,15077,15,19.0,9,10
5662,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,890,1,No info,31825,25,11.0,20,35
5663,SpiceJet,6/05/2019,Kolkata,Banglore,CCU → KNU → BLR,435,1,No info,8479,50,18.0,11,35
5664,Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1555,1,No info,9397,5,9.0,7,10
5665,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,1655,1,In-flight meal not included,10262,35,12.0,9,0
5666,IndiGo,3/04/2019,Delhi,Cochin,DEL → COK,195,0,No info,4729,50,8.0,5,35
5667,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,1530,1,No info,14714,0,19.0,17,30
5668,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,50,19.0,17,15
5669,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,165,0,No info,4804,10,23.0,20,25
5670,Air India,1/04/2019,Mumbai,Hyderabad,BOM → HYD,80,0,No info,2050,25,22.0,21,5
5671,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,705,1,No info,8371,15,19.0,7,30
5672,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,540,1,No info,12192,0,19.0,10,0
5673,Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,770,1,No info,14629,50,18.0,6,0
5674,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,20,21.0,18,25
5675,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,375,1,No info,14323,15,19.0,13,0
5676,Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,No info,15129,35,12.0,13,25
5677,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,860,1,No info,6758,0,21.0,6,40
5678,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,615,1,No info,14848,15,19.0,9,0
5679,Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,1670,2,No info,12358,35,10.0,6,45
5680,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,185,0,In-flight meal not included,4030,0,22.0,18,55
5681,Air India,9/03/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,4960,45,16.0,14,15
5682,Air India,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1595,2,No info,8656,15,19.0,16,40
5683,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,710,1,No info,14871,0,21.0,9,10
5684,GoAir,27/03/2019,Delhi,Cochin,DEL → AMD → COK,440,1,No info,4563,20,13.0,6,0
5685,IndiGo,6/03/2019,Mumbai,Hyderabad,BOM → HYD,85,0,No info,4784,45,22.0,21,20
5686,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4823,50,22.0,20,0
5687,Vistara,3/05/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,3687,20,9.0,7,5
5688,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,175,0,No info,7229,10,18.0,15,15
5689,Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,10,10.0,7,10
5690,Air India,21/04/2019,Delhi,Cochin,DEL → BLR → COK,1010,1,No info,7174,0,23.0,6,10
5691,Air India,21/03/2019,Delhi,Cochin,DEL → CCU → BOM → COK,1490,2,No info,11071,40,7.0,6,50
5692,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,965,1,No info,6979,0,21.0,4,55
5693,IndiGo,15/05/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,3850,15,10.0,7,55
5694,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,800,1,No info,13044,20,9.0,20,0
5695,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,450,1,In-flight meal not included,12373,25,4.0,20,55
5696,Air India,18/05/2019,Delhi,Cochin,DEL → UDR → BOM → COK,1100,2,No info,13801,40,7.0,13,20
5697,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4823,20,11.0,8,30
5698,Air India,9/06/2019,Delhi,Cochin,DEL → TRV → COK,1535,1,No info,6587,50,6.0,5,15
5699,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,95,0,No info,2227,40,21.0,20,5
5700,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,1285,1,No info,14151,25,14.0,17,0
5701,Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,2315,2,No info,25430,25,23.0,8,50
5702,SpiceJet,27/06/2019,Banglore,Delhi,BLR → DEL,175,0,No check-in baggage included,4319,5,0.0,21,10
5703,Air India,3/03/2019,Delhi,Cochin,DEL → BOM → COK,1660,1,No info,14462,40,7.0,4,0
5704,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1655,1,In-flight meal not included,8586,5,10.0,6,30
5705,Air India,9/06/2019,Kolkata,Banglore,CCU → GAU → BLR,675,1,No info,7662,5,21.0,9,50
5706,Jet Airways,3/05/2019,Mumbai,Hyderabad,BOM → HYD,85,0,In-flight meal not included,4995,30,8.0,7,5
5707,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,720,1,No info,7408,0,21.0,9,0
5708,Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678,5,21.0,19,35
5709,Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678,5,21.0,19,35
5710,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,950,1,No info,26890,45,0.0,8,55
5711,Air India,6/03/2019,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,2245,2,No info,13904,25,19.0,6,0
5712,Jet Airways,1/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,505,2,In-flight meal not included,15318,25,4.0,20,0
5713,Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1580,1,No info,8452,40,22.0,20,20
5714,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,625,1,No info,6314,0,21.0,10,35
5715,Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,625,1,No info,10203,25,20.0,10,0
5716,SpiceJet,15/06/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,3597,35,10.0,8,20
5717,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,535,1,No info,8266,15,19.0,10,20
5718,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,885,1,In-flight meal not included,12373,35,12.0,21,50
5719,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,435,1,No info,36235,20,21.0,14,5
5720,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,755,1,No info,14871,0,21.0,8,25
5721,Jet Airways,12/04/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,45,20.0,17,45
5722,IndiGo,24/04/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,50,0.0,22,15
5723,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,175,0,No info,7303,55,22.0,20,0
5724,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,570,1,No info,13587,0,21.0,11,30
5725,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → HYD → COK,455,1,No info,7740,30,22.0,14,55
5726,IndiGo,1/03/2019,Chennai,Kolkata,MAA → CCU,145,0,No info,7295,5,17.0,14,40
5727,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,440,1,No info,18916,35,1.0,18,15
5728,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,385,1,No info,8266,15,19.0,12,50
5729,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,1570,1,In-flight meal not included,12373,25,4.0,2,15
5730,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → HYD → COK,555,1,No info,11188,30,22.0,13,15
5731,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,505,1,No info,14151,0,18.0,9,35
5732,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,660,1,No info,14714,0,19.0,8,0
5733,Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,10,10.0,7,10
5734,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,1165,1,No info,12242,25,4.0,9,0
5735,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,325,1,In-flight meal not included,9134,25,12.0,7,0
5736,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3943,0,1.0,22,10
5737,Air India,1/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,6961,45,12.0,10,0
5738,Jet Airways,12/03/2019,Mumbai,Hyderabad,BOM → JDH → DEL → HYD,500,2,No info,23843,35,16.0,8,15
5739,SpiceJet,24/05/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,3597,0,12.0,9,45
5740,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,480,1,No info,7408,0,21.0,13,0
5741,SpiceJet,27/05/2019,Banglore,Delhi,BLR → DEL,160,0,No check-in baggage included,3257,35,8.0,5,55
5742,SpiceJet,6/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No check-in baggage included,1965,15,7.0,5,45
5743,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,755,1,No info,9100,15,19.0,6,40
5744,Air India,18/06/2019,Mumbai,Hyderabad,BOM → HYD,75,0,No info,3100,45,20.0,19,30
5745,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,625,1,No info,26890,25,18.0,8,0
5746,Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,180,0,No info,8016,45,20.0,17,45
5747,Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,1435,1,No info,12173,25,20.0,20,30
5748,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,965,1,No info,8784,0,21.0,4,55
5749,IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,320,1,No info,5298,10,12.0,6,50
5750,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1475,1,In-flight meal not included,11087,30,9.0,8,55
5751,SpiceJet,9/06/2019,Delhi,Cochin,DEL → BLR → COK,295,1,No info,5409,50,22.0,17,55
5752,GoAir,1/05/2019,Delhi,Cochin,DEL → AMD → COK,370,1,No info,5842,35,13.0,7,25
5753,Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM → HYD,90,0,In-flight meal not included,2228,20,17.0,15,50
5754,SpiceJet,6/05/2019,Chennai,Kolkata,MAA → CCU,140,0,No check-in baggage included,3543,5,20.0,17,45
5755,IndiGo,21/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,315,1,No info,7228,15,2.0,21,0
5756,IndiGo,15/04/2019,Delhi,Cochin,DEL → HYD → COK,425,1,No info,6287,10,12.0,5,5
5757,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,750,1,No info,13377,30,1.0,13,0
5758,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,165,0,No info,6985,0,20.0,17,15
5759,Air India,3/06/2019,Delhi,Cochin,DEL → BOM → COK,375,1,No info,8372,15,19.0,13,0
5760,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → AMD → BLR,1200,2,No info,14687,25,5.0,9,25
5761,Jet Airways,9/03/2019,Delhi,Cochin,DEL → COK,195,0,No info,9564,15,14.0,11,0
5762,Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,480,1,No info,12080,45,16.0,8,45
5763,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,460,2,No info,18275,30,1.0,17,50
5764,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,810,1,No info,6093,0,21.0,7,30
5765,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,1365,2,No info,14861,25,4.0,5,40
5766,IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,5,14.0,11,30
5767,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1365,1,In-flight meal not included,9314,10,19.0,20,25
5768,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,615,1,No info,9794,0,19.0,8,45
5769,Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,In-flight meal not included,13029,0,19.0,5,30
5770,SpiceJet,3/06/2019,Kolkata,Banglore,CCU → BLR,150,0,No check-in baggage included,3841,40,19.0,17,10
5771,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,315,1,No info,12284,15,13.0,8,0
